file	paragraph	score	chars	preview
078.虎头蛇尾的反制.txt	4	5	259	就在反制阅兵造成国内政局高度紧张之际，“100行动联盟”与“台湾建国运动组织”昨日却先后宣布取消反制阅兵行动。联盟并发表书面声明表示，由于立法院司法委员会已于审查会中废除刑法第100条、及修订101、102条，而反阅兵乃是要求废除刑法100条和平内乱罪的手段。加上国民党当局有关人士已承诺在本会期内，顺应民意支持废除刑法中和平内乱罪之规定，为免执政当局借机升高冲突，抹黑台湾人民力量，扭曲废除和平内乱罪的诉求，甚至让国民党保守势力及军系的反动力量俟机而动，借故推翻承诺，制造人民流血事件，所以该联盟决定暂时停止反阅兵。
079.虎头蛇尾外一章.txt	4	4	180	对于参与活动者与主导者对运动形式与联盟组织可能有的落差，陈师孟表示，就教授来说，第一次参与类似活动或已往较少接触政治者会认为，联盟应定位在废100条、反阅兵等较低度、明确的形式，但对一些期能改革民主政治者来说，联盟是汇集社会力量的枢纽，不能妄自菲薄，自应有更长远发展。而他个人也因后者的走向，认为联盟决策小组下周改组时应“退位”，由“更英明领袖”出来领导联盟。
079.虎头蛇尾外一章.txt	6	4	95	晚报上说，警方凌晨已强制驱散在台大医院基础医学大楼前的懦夫群，懦夫们哀呼“军警侵入校园”、“践踏学术尊严”云云，其实玩政治，躲在校园内、用学术遮伞，又算哪门子好汉！（1991年10月10日）
080.憋尿战.txt	3	5	162	今天凌晨起遭隔离在台大医学院基础大楼门廊下的“100行动联盟”及采访记者近八十余人，其上厕所的权益遭到严格管制，此“不人道”的管制措施却意外地给严肃的静坐场面带来轻松的气氛；连日来高呼废除《刑法》第100条的“100行动联盟”成员笑称，此刻他们终于发现还有比《刑法》第100条废止案更具迫切性的“确保上厕所权益”的人道条款。
080.憋尿战.txt	4	3	67	保警将联盟教授与记者们隔绝在基础大楼外，但厕所在大楼内，警方只“准进不准出”，由于不愿被关在大楼内不得再出来，许多人只好“忍耐”！……
080.憋尿战.txt	5	7	213	然而此非人道的剥夺人权作为，终非人所能“忍耐”，在抗议后，警方允许记者凭记者证进出，其他教授等联盟成员则须由立委“带队”，先前已有带队经验的陈定南立即再度号召多名自动的“队员”，保障每人应有的权益，在场的立委卢修一则笑称，立委又多了一项选民服务工作——“带人上厕所，保证有进有出”；而曹爱兰则煞有介事地发表其最新发现，她说：“原来只有记者与立委两种人才有权上厕所”，而先前由陈定南带进带出的林美玲则自我解嘲：“我们不要特权。”
080.憋尿战.txt	8	3	76	此憋尿之战也！憋尿与政治有关，首见于苏秋镇之大膀胱。秋镇当年以憋尿使国民党法案等不得通过，其膀胱有益于党外，比他人高明多多矣！（1991年10月10日）
081.李远哲实际是“台独”头子？.txt	2	3	35	王企祥来电话判断：李远哲实际是“台独”头子，李镇源实际是他支持出来的。
083.淡水看海.txt	2	3	71	下午与小屯去淡水参观陆啸钊创建的“四海一家”，啸钊辛苦成就不凡。日前开幕，啸钊请帖来，我素不参加婚丧喜庆，没有去。今天与小屯去看，啸钊不知也。
085.美帝的不公平贸易.txt	3	6	201	一、在延续中国最惠国待遇问题的论争上，一些美国议员经常指责中国限制美国货进口，实行“不公平贸易”。这些议员大概忽略了，中国在经济上实行开放是只有十年的历史，而开放市场并不是一步就可以走到的，即便是标榜自由贸易的美国，现在仍然有许多限制外国货进口的措施。在这些措施中，最为香港人熟悉的自然是纺织品配额和美国要求日本车厂“自愿遵守”的汽车输美配额，至于美国竟然连外国花生也有进口配额，知道的人大概就不多了。
087波兰不肯“以德报怨”.txt	3	4	56	看了以上德国对波兰的赔偿，回看日本对中国的被“以德报怨”，蒋介石的王八蛋，可想而知矣！（1991年10月16日）
088.民进党的幼稚动作.txt	2	5	204	今日报载：民进党立委陈水扁、李庆雄昨天在立法院司法委员会主动向备询的法务部长等官员“自首”。陈水扁说，如果他是叛乱犯，就马上把他逮捕，并在身上披着两张“陈水扁是叛乱犯吗？”、“台独建国突破刑法一百条恶法”的海报，边走向吕有文边说“我承认我主张台独，我向你自首”、“你把我捉走”、“我跟你走”；吕有文连忙笑称，“你不要激动”、“没人讲你是叛乱犯”，陈水扁于是转向吴东明问“要不要捉？我跟你走”，吴东明笑而不答。
088.民进党的幼稚动作.txt	3	3	103	紧接在陈水扁之后质询的李庆雄也表明要“自首”，李庆雄则把10月初他在高雄举办的“台湾共和国之夜”资料当场送给吴东明，并拿出写有“台湾共和国万岁”的海报，问吴东明要不要办，并挂上海报：“要办要捕，放马过来！”
091.林正杰的妖妄和可鄙.txt	4	4	59	此人身为高等知识分子，以“进步”、“前进”号召，却搞“人骨念珠”、私下里妖妄到这种程度，这是哪门子“进步”、“前进”？
091.林正杰的妖妄和可鄙.txt	6	3	216	有人不理解，我为什么要和祖珺离婚，其实离婚并不代表我和她恩断义绝，就像我刚刚说的，我仍是百分之百的爱她。我们还是可以约会呀！如果我们不离婚，社会上永远用奇怪的眼光看绢绢，什么“老二”什么“小的”，这些称呼隐含着浓厚的歧视味道，对绢绢并不公平，想想如果这辈子她和我在一起都必须忍受这些，那这份爱会变得畸形而不“纯然”。或许有人会反驳我，离婚就对祖珺公平吗？我知道祖珺会痛苦一阵子，我感到抱歉，但只要她们俩都没有跳楼，事情就会逐渐好转。
091.林正杰的妖妄和可鄙.txt	7	3	52	这些鬼话是何等可鄙！身为“有妇之夫”，和别人通了奸后还能厚颜说出这种荒谬大道理的，舍林正杰外，还有谁乎？
091.林正杰的妖妄和可鄙.txt	10	5	80	好个“真实的热情”！林毓生以自由主义自命却私入国民党、林正杰以道德形象号召却私通黄绢绢，回过头来还谈大道理，他们的“真实”，原来如此！（1991年10月18日）
092.国民党与年龄.txt	2	5	135	王宠惠做外交总长时只30岁，做国务总理时才40出头，他们那时代苟为人才，易被人所容。日后国民党变成鼠肚鸡肠，到了台湾，老人当政，纵国民党自己人中的所谓“青年才俊”，也难三四十岁就做“部长”“院长”了。从国民党人才年龄看这王八蛋的党，别有奇趣也。（1991年10月18日）
094.搞政治的人岂可这么嫩？.txt	2	3	202	今日报上说：“竞选民进党主席落败后，施明德19日晚回到故乡高雄，为二届国代参选人陈菊的演讲会助阵，他自承近日的心境相当无奈、凄迷，尤其是日前调查局逮捕台独联盟三名盟员一事，让他益增无力感。”“施明德向近千群众演讲时表示，他19日在台北参加废除刑法100联盟的会议，商讨如何营救被捕的三人后，徒步至松山机场的十分钟路程中，突然感觉相当无奈，直到飞抵高雄演讲会场，看到还有这么多人冒雨聆听，终使其重拾信心。”
095.蔡同荣论施启扬.txt	3	7	366	答：还有一件事说出来对施启扬很不好。我大学刚毕业要回家前，施启扬曾去找我，说这些反国民党的人必须来组一个“中台国”，他邀我到丘宏达家里讨论大家如何促成“中台国”，我不太乐意，施启扬说丘宏达的父亲是立法委员，我们到他家开会很安全的，但是我那时对“中台”的名称即不太认同，好像台湾就是“台湾国”，不是还有“中台”；而且虽然是同学，我们却很少在一起做事情，像我们这些在代联会一起的人互相有很深的认识，而我们并不太认识丘宏达和施启扬，对于要搭上那么一个高危险性的事情，大家没什么信任感，我不太敢，我也不是很莽撞的人。施启扬还说他
095.蔡同荣论施启扬.txt	7	4	91	蔡同荣这段话，勾绘施启扬嘴脸，大体都对。不过他说孩子时代直直的个性一段，对施启扬而言，却有溢美，施启扬和我初高中同学同班时，即“少年老成”，比别人有城府也。（1991年10月21日）
096.刘家顺.txt	3	3	219	还有我未曾公开讲过的，就是那时我们约有十个人都有同感的，有这种要推翻国民党的共识。大家时常聚会，也意识到这个工作的困难和危险性，而那时台湾的气氛和现在不同，所以我们的聚会如跑到碧潭那边集合，因为也没有女孩子，只有几个男生在那边讲了老半天的话，大家感到非常没有安全感；我们也曾经在台北车站的一间旅馆租一间房间聚会，那个老板人很好，他告诉我们特务都会去巡查，衣橱打开有一个洞可以看到隔壁一间房间，他说我们在那里非常危险，于是我们马上就离开了。
096.刘家顺.txt	5	3	81	在什么时候我们第一次聚会，我记不起来了。现在想起来，那时大家实在很傻胆，如果被国民党抓到，会被判得很重，因为那时都有刑求，如果这些人被抓遭刑求，还不都全部讲光了。
096.刘家顺.txt	6	3	218	后来聚会再扩大了一些，才去找四十多人，其中不一定是台大的，也不一定是大学生，不过台大仍是最主要的成员。1960年6月19、20日，我们在关仔岭的静乐旅社开会，那个老板的儿子叫阿财也参加开会，我们租了整个旅馆，本来我们都没有去派出所登记，但是有一个人去骑摩托车碾过了刚铺好还未干的柏油路留下了车轮的痕迹，于是警察找来了，发现住这么多人，怎么都没有登记，所以才有一部分的人去登记，以后治安单位就都找他们去问话了，而没有登记的人就无处找碴了。
096.刘家顺.txt	8	5	237	离开没多久，有人通知我说他被抓了，国民党就跟他说：年轻人难免会犯错，如果你交代清楚就马上让你出国。于是，他就写了一份自白书，连关仔岭会议都说出来了，关仔岭事件才爆发。他被判十年徒刑，然后抓了两个人，一个是陈安澜，一个是蔡顺利，关了一年多，不是判刑而是侦查。蔡顺利现在在马尼拉当国民党的侨领，其余的有的人被叫了问了几天的话，有的人如黄昆虎则避而不见，好像躲了半年多；这些有去派出所登记的人都被国民党禁足了，虽然后来比较放松了，十几年也都还不能出国，所以这些人也付出很大的代价。
096.刘家顺.txt	10	3	71	刘家顺被判刑十年，被关了五年之后才放出来，现在人在台北，有一次我的秘书打电话给他，他不愿意和我见面，我也不知道什么原因，当年我们是很好的朋友。
096.刘家顺.txt	11	5	88	刘家顺在台中一中毕业后，保送台大，印名片送我，右上角履历赫然是：“台大政治系保送学生。”我看了哂之。此公庸俗、随和、有趣，人很好，尤以大屌知名。据说他洗澡时蹲下，龟头可垂地云。
096.刘家顺.txt	12	3	67	当年离台之日，他是上了飞机，飞机起飞又折回地面，再被抓下来的。如今三十多年下来，他不再与闻政治，黑牢余悸也！（1991年10月21日）
098.小气赢家.txt	2	3	70	中仪嫂来，说周太太一趣事。周太太打牌时，贏了一千一百八十元。结账时还向输家多要二十元，说要凑足一千二百元才满足云。（1991年10月22日）
100.李镇源抄袭林永丰.txt	4	3	84	李镇源昨天系应东海大学学生会之邀，到东海大学以“知识分子的心路历程”为题发表演讲。演讲会场的“茂榜厅”，被前来听讲的东大学生挤得水泄不通，争睹这位风骨傲人的学者的风采。
101.周渝夜谈.txt	2	4	91	周渝夜来。告诉我日前他责怪陈忠信，说你们民进党怎可以搞“台独”，走这种不对的路。陈忠信私下告诉他，说党中自许信良以下，很多人都不赞成“台独”，可是大家在新潮流系压力下，都不便反对云。
104.黄水枝“替天行道”资料.txt	4	3	63	笃信黄帝教的黄水枝（四十一岁）精神上有问题，他被捕后神态自如，供称他是在“替天行道”，开枪打的人都是“坏人”，一点悔意都没有。
104.黄水枝“替天行道”资料.txt	5	5	93	开枪疯狂杀人凶嫌黄水枝的同居人邓丽玉说，黄水枝十天前就列出“黑名单”，要杀害二三十位亲友，她以为黄水枝在开玩笑，想不到竟是真的。幸好黄水枝昨天下午在彰化县落网，否则不知还有多少亲友遭殃。
104.黄水枝“替天行道”资料.txt	7	3	152	邓丽玉告诉黄水枝不要乱猜疑，但未被接受。黄水枝接着列出要杀害的“黑名单”，包括就读国小的两个亲生儿子、前妻、邓丽玉的父亲邓连枝（已死亡）、继母陈阿景（已死亡）、弟弟邓俊钦、在国民党宜兰县党部服务的黄姓人士、黄水枝以前的同居人黄丽珠、黄女母亲黄王阿珠、罗姓朋友、林秋围（已死亡）和黄水枝在台北、彰化的亲友。
104.黄水枝“替天行道”资料.txt	8	3	106	邓丽玉说，当时她对黄水枝要杀害各地亲友的话未当真，不料，他枪杀的人都在所列的“黑名单”内。幸好她将黄水枝列出的亲友名单给警方参考，使警方提早布线埋伏，及时将黄水枝缉获到案，否则不知还有多少亲友成为黄水枝枪下冤魂。
104.黄水枝“替天行道”资料.txt	9	5	75	黄水枝被捕后，警方人员将他押回北斗分局刑事组，县警局刑警队长杨荣珍随后赶至，跟黄水枝开玩笑说：“你很神勇，大家都怕你”。黄水枝神色自若回答：“当然！”
104.黄水枝“替天行道”资料.txt	16	5	60	答：我是打铁的，还兼营录影业，但生意都不好，我在两个月前因奉上天意思，开始信奉“黄帝教”，才依照上天的神意杀掉“坏人”。
104.黄水枝“替天行道”资料.txt	17	3	24	问：你开枪行凶造成三死四伤，这些人跟你有仇恨吗？
104.黄水枝“替天行道”资料.txt	18	5	66	答：他们都是“坏人”，并笃信邪教，像算命的许荣泰要害我全家人，我就打死他。我同居女友邓丽玉的继母陈阿景相信许荣泰的话，所以她也该死。
104.黄水枝“替天行道”资料.txt	20	4	270	按此公所谓“黄帝教”，似应即为内政部登记的“轩辕教”。据《中华民国年鉴》（1989年）第1193页：“民国四十六年王寒生发起创立轩辕教，以继起轩辕黄帝道统恢复中国固有宗教，启发中华民族魂为目的，以尊天法祖为信条，以儒、墨、道三家同源为理论基础，以天人合一为最高境界，治哲学、科学、神学于一炉，以光大民族文化，净化现实生活，提高精神生活境界等为务，更以促进全人类迈向大同世界为使命。”由此看来，妄人王寒生创立轩辕教，尚无“替天行道”一至如此者，但宗教一立，顺流而下，走火入魔，即可发扬光大矣！世之创教教主，可不慎哉？（19
105.评范曾.txt	2	7	408	范曾昨日来台，一下机即被名人画廊负责人胡云鹏动粗。胡云鹏说：“这二年来，范曾一再说二年前名人画廊自日本引进的画是假画，使名人画廊损失惨重。去年他更以‘侯军’笔名出了《范曾假画案》一书，污蔑名人画廊，我是来机场和他当面对质的，但一看到他就火冒三丈，忍不住打了过去。1989年5月1日名人画廊举办范曾作品展，自日购得四十五幅他的作品，范曾太太曾告诉我这是好画，没想到在这些画失窃后，范曾却于5月14日透过大陆中新社发表声明，指责名人画廊作品是假画，就连画册也是盗印的。这些画在三个月后，为“刑事局”女警组侦破后，他曾透过台北
106.李登辉捧杨丽花！.txt	2	3	224	今天《中国时报》说：“称霸台湾歌仔戏界的首席小生杨丽花，昨天晚上以巨星式的独特舞台魅力，席卷了国家剧院。两厅院为庆祝建国八十年所安排的10月大戏中，特别在昨天光复节邀请最具中华文化的代表人物杨丽花演出《吕布与貂蝉》，杨丽花则以历久不衰的亲和力，贏得满场雷动的掌声。在台北市长任内就曾邀杨丽花首度在国父纪念馆表演的李总统，昨天也观赏《吕》剧的首演盛况。有趣的是，民进党党主席黄信介，及近来一直扮演两党协商角色的台视董事长陈重光，也都出席了昨晚盛会。”
108.孙震真无耻！.txt	4	3	91	10月23日他作辞职秀时，明掲“个人可以默尔而息，但作为台大校长不能受辱”，岂料三天以后就为了“一己之私”，恋栈权位，置被辱之台大校长于不问了。此人真无耻！（1991年10月27日）
109.“忠党爱国”下场.txt	2	3	86	陈绥民来电。谈到他和他老同学孔令晟，前以大学生投笔从戎，为国民党立汗马功，至今双双投闲置散，连个像样的退休之资都没有。我请他转促孔令晟写点“官邸”中事，他说孔是不会泄密的。
111.大陆温饱问题.txt	2	3	72	中共最近在陕西举行“全国贫困山区经济开发经验交流会”，国务院贫困地区经济开发领导小组组长陈俊生，对《光明日报》记者透露了有关大陆贫困地区的现状。
112.评黄君璧.txt	3	4	72	宋美龄学画，本来要请溥心畬教她，但溥心畬说拜师要磕头，宋美龄摆臭架子，不肯，乃改请黄君璧。——人格高下，光此一事可知。（1991年10月30日）
114.宋楚瑜自承台湾人.txt	2	4	128	今天《中央日报》登：国民党中央委员会秘书长宋楚瑜昨天对二届国代提名同志表示，要胸怀“台湾情、中国心”，这种爱台湾的意识，绝不是“台独意识”。他并以闽南语说：“咱们都是台湾人”，期勉与会的二届国代候选人，效法蒋故总统经国先生以台湾人自居的精神，一同来爱台湾。
114.宋楚瑜自承台湾人.txt	3	5	82	宋楚瑜这种党棍，口口声声反“台独”，其实心态都是取媚台湾人而已。其实，是不是台湾人并非关键，关键乃在以政治利害冒充台湾人，未免太不要脸了。（1991年10月30日）
116.文化费.txt	2	4	121	今天报上说：台湾省许多县市的民众，每年每人仅能分配到五十元以下的文化经费。为了有效推广文化活动，文建会委员会议昨天审查通过“中央及地方文化基金充实计划”，决定以六年为期，编列十四亿五千万元，补助各县市并充实“国家文艺基金”及“文化建设基金”。
117.有墓不扫，却去“谒陵”.txt	3	6	55	张学良也去慈湖“谒陵”了，此公放着自己父亲之墓不扫，却来谒仇人之陵，真是莫名其妙也！（1991年10月31日）
120.吴大宇死了.txt	15	3	37	吴大宇的小女儿吴庆宜善画画，曾速描胡适像送我。她后来念心理系，嫁给叶洪江。
120.吴大宇死了.txt	16	3	35	吴铸人追张忠琳，请我代转情书给她（忠琳在我家补习）。后来忠琳把他丢了。
121.“胡茵梦悄悄提前出关”.txt	3	4	74	一、闭关期间，胡茵梦把一门功夫练得出神入化，即在人“穴道”部位按几下，说两句“坏事做多，脖子才这么像铁柱子一样硬”，再捶上三四下，马上可治腰酸背痛。
121.“胡茵梦悄悄提前出关”.txt	4	6	74	二、闭关以前，“老胡”也曾为至亲好友以“气”治病，她伸两手置之于病人背后，累得她自己大汗淋漓，头上直冒热气，但遇到那顽而不化的，竟是一点感觉都没有。
121.“胡茵梦悄悄提前出关”.txt	5	4	134	三、闭关之前，胡茵梦就说了坐的是自由关，可以出门散步、可以登山健行。她做到了，有一回还写条子由“护关”的“妹妹”做伴，坐计程车到了木栅山。山上游客一见大乐。“那不是胡茵梦吗？”“喂！老胡！”老胡只是像大人物一样向他们点头微笑，因为，按“规定”她闭关期间不可以开口讲话。
121.“胡茵梦悄悄提前出关”.txt	6	4	103	四、“护关”的“妹妹”跟她的沟通靠传递纸条，两人同住，后期“老胡”觉得不跟“妹妹”讲话影响“妹妹”情绪，还有胡家妈妈担心长期缄口不语会造成说话机能退化变成哑巴，总要逗她开口，只好讲了起来，但只对她们两位讲。
123.“台湾当局纵容‘台独’活动”.txt	3	6	278	一、台湾当局纵容“台独”活动不断升级，利用“台独”作为顽拒统一的筹码。民进党主席黄信介10月15日就揭露了这一点。他说，民进党“通过台独党纲是给国民党对中共谈判的筹码，李登辉实在不必为此‘大惊小怪’”。他并进一步对国民党说：“你做你的，我做我的，民进党与国民党的政治目标其实一样……只是手段不同，我搞台独，他搞独台，他只做不说，我们只是比较老实，说出来而已。”这种话出之于反对统一中国的民进党口中，不能不令人怀疑国民党的“统一”是不是在骗海内外中国人的。民进党是靠指控国民党的统一论调起家的，总不至于随便反过来承认国民党
123.“台湾当局纵容‘台独’活动”.txt	4	8	227	二、李登辉虽说要法律制裁民进党，并说“任何分裂国土的主张，必将成为自绝于中国历史文化的罪人”，但民进党却把国民党当做是自己的同路人：“我搞台独，他搞独台。”如果国民党当局真的反对“台独”，何以国民党的“政敌”民进党还会把台湾当局引为同路人呢？何以民进党的秘书长张俊宏会在15日针对李登辉的谈话安慰国民党说：“台湾两千万人民才是国民党的坚实后盾，如果中共武力犯台，民进党将会出来号召民众支持执政党。”这意思难道不是等于在说，“你搞独台别怕，民进党支持你”？
123.“台湾当局纵容‘台独’活动”.txt	6	4	277	四、民进党搞“台独条款”本是“一石数鸟”之计。一方面是为“台独”造势力，一方面是想在引起北京和国民党的强烈反应之时，以“弱者”姿态骗取选民同情。但民进党能这样做，是谁为它提供了条件？国民党过去长期的高压统治在民间留下的恶劣印象至今仍较强烈，“二二八”事件万人以上遇害，20世纪50年代大屠杀中又有近万人被杀或被捕，仅这些人的亲友，以每人至少二十多亲友计算，恐怕有近百万人对台湾当局不满。其后年代因各种原因 所造成的高度不满者，至少也在百万人之数。这约占台湾人口十分之一的高度不满者，很容易成为民进党的基本选民、坚决支持者
124.迟来的道歉.txt	2	4	90	国民党行政院长郝柏村昨天在答复立委林聪明的质询时表示，政府当年在大陆的失败，对大陆同胞该感到愧疚；同样的对于当初在“二二八事件”中受害的本省同胞与外省同胞，政府也一样应该表示愧疚。
124.迟来的道歉.txt	4	5	301	[补记]根据《立法院公报》第八十卷第九十期“院会记录”，郝柏村的原句如下：“关于国家统一的问题，林委员所言当然是可能发生的。当然国民政府在大陆的失败，对大陆同胞是有所愧疚的，诚如林委员所言，政府对于二二八事变的受害者，无论是台湾同胞或大陆人士也都应该表示愧疚。至于对大陆沦陷的检讨，事实上不只今天，先总统蒋公到台湾来就开始检讨了；过去四十年的政策也就是根据检讨已往大陆失败的结果而来；诸如经济、政治政策都是根据大陆失败的原因而做的整军备战来拟订的。所以，对于这一点，我觉得我们已经做了。当然，今后我们如何因应大陆的变局，
125.贩书者言.txt	2	5	97	从陈律师处出来，去牯岭街书店一逛。书店老板犹忆前度李郎，说：“多年不见，学历史的只有你李先生发了财。”我笑说：“如果发了财，绝非由于学历史，学历史只能翻旧账，何能发财？”（1991年11月6日）
126.五十二军老兵之言.txt	6	5	1033	再据当时团长张晴光《血战余生》所述：“黄昏后突然铁丝网木柱被砍倒，人潮蜂拥挤满了码头，我团赵副团长福绥睹此，报告刘副师长明奎阻止及处理，刘副师长答以：无可奈何！赵副团长下船向我报告，我告诉他：别的部队乱，我们更不能乱，万一发生情况，谁来应付？要他指挥部队，我上船去交涉。军长率军部人员来了，码头已挤做一堆，谁也进不去！我在前头喊着：‘军长来了，让路。’并叫就近的人‘蹲下’，并又表明‘我是七十三团张团长’。弟兄们各都蹲下不动，我才在前面分开一条路带军长及随从人员上了船，其间有一些人被挤倒而踩在脚下，爬不起来，有的可能因
127.宜兰独立说.txt	2	5	687	11月5日立委林聪明在立法院质询中，有一段说：“现在社会上有些人叫着主张公民投票，好像公民投票是万应的灵丹妙药。请问郝院长对于公民投票有怎样的看法？哪些问题可以公民投票？哪些问题不可以？投票结果要三分之二以上才算通过呢？还是通过半数就可以？投票对不赞成最后结果的人，有怎样的约束力？最近本席回宜兰拜访选民时，有人告诉我如果公民投票可以决定要不要成立‘台湾共和国’的话，在面对中共一再扬言，如果台湾真搞‘独立’，就要动武干涉的威胁下，拿台湾两千万人民的生命财产与福祉作为赌注，未免太冒险，代价太大。而我们宜兰县，地形封闭，
128.“郑南榕托梦”！.txt	2	3	113	叶菊兰7日宣称，海基会秘书长陈长文此次赴大陆洽谈两岸合作打击犯罪，行政院长郝柏村曾委托转致一封私函给李鹏，陈长文同时携带了一本打击“台独”报告与两岸飞机直接通航报告。叶菊兰要求郝揆公开给李鹏的私函，并请李登辉立即撤换行政院长。
128.“郑南榕托梦”！.txt	3	4	98	叶菊兰是偕同民进党顾问施明德及《台湾新潮流》杂志总主笔林浊水，在立法院召开记者会，透露前述内情的。记者问她消息来源，她说她有权威管道。面对记者再三追问“权威管道”为何，叶菊兰竟说是“郑南榕托梦”！
130.李光耀的独见.txt	3	4	24	问：最后一批顽抗自由市场资本主义的人似乎在亚洲？
130.李光耀的独见.txt	4	4	88	答：我不同意。最后一批抗拒多党民主政治的人是在北韩、中国大陆及越南。但中国人及越南人并不反对自由市场。他们自封为中国式社会主义或越南式社会主义，不过事实上他们采行自由市场模式。
130.李光耀的独见.txt	6	3	112	答：在现阶段，还可以并存。但在一大群经理人、技术人员接受如何治理一个现代工业社会的教育之后，一党专政是维持不了多久。将来他们势必选择改变政治制度或维持现状。可是在这个资讯时代，人们都知道别人怎么生活，所以他们也不能停滞不前。
130.李光耀的独见.txt	7	3	55	问：你说中国大陆政治没有解放，其经济重建也施行至今。有人说，那是因为他们愿意采行像在天安门射杀学生的激烈手段。
130.李光耀的独见.txt	10	5	81	答：只有一种情况我会觉得乐观。那就是邓小平死时安排一个没有争议的强人接班。这个人既要强得能统率高干、人民，又要能通权达变地说：“这条路行不通，让我们试试新方法。”
130.李光耀的独见.txt	11	3	28	问：你曾说过，政治开放应该延至经济重建之后进行。请解释。
130.李光耀的独见.txt	12	5	62	答：戈尔巴乔夫进行改革，需要有安定的社会、有效率的政府及共体时艰的人民配合。戈尔巴乔夫在提倡政治开放时，却背离了这三个条件。
130.李光耀的独见.txt	16	5	102	答：中国大陆没有厉行政治开放，却已完成不少经济重建。大陆人民有忍受痛苦的高度耐力，这也是东亚文化的一部分。他们维持了安定，而且干部在各省推行经济政策绩效良好。大陆人民认为只要熬过几年苦日子，就会苦尽甘来。
130.李光耀的独见.txt	18	4	113	答：戈尔巴乔夫所做的是在共党体制内举行多位候选人选举，而他应该继续化解党内的阻力，并利用共党做为推动政策的工具。但他却逼使叶利钦及谢瓦讷兹相继离去。如今叶、戈二人都没有有效的政府贯彻改革，他们徒使共党党工士气低落，毫无建设性。
131.“一旦为贼常成靶”.txt	2	4	219	读者政明先生来信说：“我是《求是报》的订户。在《求是报》停刊后余款未退，即自动转为《李敖求是评论》之订户。8月20日之停刊启事谓：新创刊一种《李敖求是评论》月刊，10月出版。现已11月8日，却未见月刊寄来。不知是将我名字遗漏，抑为特务搞鬼？因国民党之特务以戕害国民为职志，习惯已成自然！而先生乃正义化身，且又声明每月干他们一次，或将惹火了这批畜生，暗中拦截，不让福音传扬。因未见月刊寄来，故有此联想，谅所有《求是报》之读者，人同此心也。”
131.“一旦为贼常成靶”.txt	3	3	72	事实上，《李敖求是评论》出书迟到，这次与“特务搞鬼”无关。但这个例子，显示了国民党作恶多端以后，“树欲静而风不息”，要“立地成佛”也没那么便宜。
131.“一旦为贼常成靶”.txt	4	4	59	“一旦为贼常成靶”（Once a thief, always a target），此之谓也。（1991年11月11日）
133.陈水扁指责许阿桂选择性执法.txt	3	7	131	陈水扁认为，许阿桂在获悉被弹劾时曾谓要将华隆案真相内幕公开，但昨天却“绝口不提”，以致华隆案再陷另一瓶颈，许阿桂两日内出尔反尔的作为显示有政治因素介入，许阿桂并未“开真口”。如果许阿桂甘愿自我作践，隐瞒其他真相与内幕且做选择性执法，则许阿桂被弹劾是“罪有应得”。
133.陈水扁指责许阿桂选择性执法.txt	5	4	121	在我看来，陈水扁指责许阿桂，指责对了，但指责监察院却指责欠当，历来大家责备监委不尽弹劾之责，如今尽了，何能说他们错？至于背后，“是否涉及政治因素或政商勾结”，并不是重点。重点只问弹劾理由对不对，如果对，背后动力岂堪问？监委不王八蛋者又有几人？
134.第四室老友聚餐.txt	2	7	183	台大第一宿舍第四室老友孙英善自美来台，中午与同室老友陈彦增、陈良榘聚餐。我笑说我李敖专心写书，不交新朋友了，老朋友也“遇缺不补”了。新朋不交、旧友不补，乃是参悟人生后一乐。朋友是写作的敌人，因为他们太耽误时间，胡适一辈子交游满天下，造势成功，写书失败，这是得不偿失的事。并且所交皆匪类劣种，他死后，连全集至今都印不出来，所谓朋友，岂可靠哉！（1991年11月13日）
135.后起之秀的文字.txt	3	6	174	一、英雄易为，当人们一旦成了英雄，他们所犯的一切错误就被人遗忘。因此，许阿桂检察官办了翁家这只老虎，但却纵放了张家那只更大的老虎的非正义行径就再也没人提起。正如同孙震校长成为英雄后，他处理“100联盟”反阅兵事件的诸般不得体也被人遗忘。英雄的形象具有强迫性，它使人自然的产生选择性的记忆、选择性的思考，是非公理的幅度也就因为这样的选择而大大的缩小。
135.后起之秀的文字.txt	4	4	85	二、无论许阿桂或孙震，他们都是“一不小心”之下所变成的奇怪英雄。 “监察院”向无好评，正如同郝揆也素来即被人疑忌，他们所犯的错误造就了 这两个其实应该是被打上问号的英雄。
135.后起之秀的文字.txt	5	4	219	三、英雄从来就有两种，一种积极有为，以具体的事功创造典范和传统；一种则是在别人的错误与无知下被造就，它在某一个独特的矛盾点上被形成，人们对他遂不得不支持。当郝柏村骂了孙震之后，台大师生再不喜欢孙震，也只好签名拥护；当监察院决定弹劾许阿桂后，人们也被迫要声援这个“忍者桂”。形势所逼，使人不得不作出一些反常的选择，反常取代了正常，这样的英雄其实并没有正面的意义啊！莫名其妙的监察院弹劾案制造出莫名其妙的英雄，这不正是非标准的日趋莫名其妙吗？
135.后起之秀的文字.txt	9	3	39	司马文武也一样。《新新闻》7月29日登他《别让文化活水流成政治死水》，其中说：
135.后起之秀的文字.txt	10	3	72	文化总会办一本《活水》双周刊，一年预算两千万，但内容干枯，仿佛死水。这两千万什么事不好做，却偏偏拿去办出这种刊物来，如此浪费，实在令人看了生气。
