id,book,round,status,title,source_file,source_heading,source_heading_line,source_line_start,source_line_end,char_count,text_sha1,story_text
"LZZYHY102","李敖自传与回忆","extract_round1","needs_proofread","郑板桥生祠","001.李敖自传.txt","郑板桥生祠","435","437","437","433","0f3a693b0bd1fec2decf66ee391edc150d320cfb","　　但是生祠也有例外，也有给好人建的。我的祖籍是山东潍县，潍县就有大名鼎鼎郑板桥的生祠。郑燮（1691-1764），字克柔，号板桥，江苏兴化人。他十七岁中秀才，三十岁前落拓扬州，卖画度日，“日卖百钱，以代耕稼，实救困贫，托名风雅。”四十岁中举人，四十四岁中进士。郑燮三十岁前，有一个儿子，可是在“天荒食粥竟为常，惭对吾儿泪数行”的穷困下，儿子死了。他中进士后，做了潍县的“七品官耳”，为了救济难民，得罪了上司，丢了差使。他在潍县作《逃荒行》、《还家行》、《思归行》等诗，表达民间疾苦，都很动人。潍县人感念他，为他立了生祠（丢官以后，郑燮住在扬州，继续卖画，“一缣一楮，海内争藏之。”他自订润例，说：“大幅四两，小幅二两，书条对联一两，扇子斗方五钱。凡送礼物食物，不如白银为妙，盖公之所赠，未必弟之所好也。若送现银，则心中喜乐，书画皆佳。礼物既属纠缠，赊欠尤恐赖帐，年老神倦，不能陪诸君子作无益语言也。”为人的洒脱、风趣，可见一斑。我真高兴我的老家有这么一位县太爷）。"
"LZZYHY103","李敖自传与回忆","extract_round1","needs_proofread","初次上学","001.李敖自传.txt","初次上学","439","441","441","766","6071f4720c06b2574483fbbcf148cf317db8b91f","　　新鲜胡同小学是北京最早的小学之一，梁实秋就是这个小学毕业的（1982年4月12日，梁实秋在《中央日报》写《忆周老师》，说：“这是七十年前的事了。那年我十一岁，我的父亲领着我哥哥和我进入京师公立第三小学。校址在北京东城南小街新鲜胡同东路南，差不多就是城墙根儿了，相当僻静。门房肃客入校长办公室。校长赫杏村先生，旗人，矮矮胖胖的，声如洪钟，和蔼之中带着严肃。他略微测验我哥哥和我的程度，把我们编入高小一年级，什么别的手续都没有，令我们明天就去上学。”可以想见这小学当年的情况）。梁实秋以外，我的大姐、二姐、三姐也都是这个小学毕业的，四姐是史家胡同小学毕业的，史家胡同小学原是史可法的祠堂，比我们新鲜胡同的魏忠贤生祠光彩得多了，可是成为小学的历史却差得远哪！它原来是北京市立第二中学，改成史家胡同小学是很后的事。我是1942年进新鲜胡同小学念一年级的，当时我在家娇生惯养，胆子很小，初次上学，颇不习惯，所以由茂林陪我。他站在教室窗外，跟我保持隔窗遥望的照应，我一边听级任老师上课，一面紧张的看着茂林，心有二用，绝不大意。一年级级任是位姓师的女老师，戴着没边的眼镜，和蔼可亲，人也漂亮。那时没有什么幼儿园，一念书就是小学一年级，我记得第一课只有三个字——“天亮了”。其实，我那时已在家里先背过《三字经》，也看过《小熊逃学》、《小狗回家》等儿童书，我的程度已经不错了。不过那时还有读私塾的情形存在，有的小学生是读过私塾再转入小学的，所以会背《三字经》的，应该不止我一人。茂林陪我窗里窗外式的上课，后来结束了，我也能完全适应了小学生活，并且很快学会了如何“我告老师去”。有一次小便时候，一个顽皮的小男生在我背后一推，我身子站不稳，两手陷到尿池里，我很快的报告了师老师，老师问是谁推的，我不知道那小男生名字，只好走过去，到他身边，把他揪出来。"
"LZZYHY104","李敖自传与回忆","extract_round1","needs_proofread","小孩子是最容易受伤害的","001.李敖自传.txt","小孩子是最容易受伤害的","443","445","445","137","5437e7c97fc5a2521d8946062a515f7afbdf6fe5","　　有一次，我在校门口向一位男老师敬礼，一边敬礼一边大喊老师早，男老师那天大概有什么毛病，忽然当面斥责了我，我大为伤心，回家大哭。五叔查出那男老师原来是他学生，跑去骂了他一顿。这件事我四十多年后还能记忆，我相信办教育的人对小孩子的态度，真不可不小心。小孩子是最容易受伤害的。"
"LZZYHY105","李敖自传与回忆","extract_round1","needs_proofread","崔老师和“阴丹士林”","001.李敖自传.txt","崔老师和“阴丹士林”","447","449","449","414","cd569150848d533f89e9051e172fe3a6de4e8a61","　　二年级级任是位姓崔的男老师，是个非常刻板的人，沉默寡言。永远是一旧“阴丹士林”蓝布长袍，进教室后先不说话，而是拿出鸡毛掸子，清除讲台桌椅，他清除得很慢、很规律，包括每一条桌面下的边，都不放过，他清理过程一言不发，我们全班也一言不发，看着他天天大扫除。如今回想，此公大概有点洁癖。崔老师书教得不错，只是太严肃了。我记得他骂过我一次，说：“李敖你出去！”什么原因，全忘记了。崔老师的蓝布大褂儿，留给我对长袍最早的印象。北京的学生在早期，春秋总是穿蓝布大褂儿、夏天总是穿竹布大褂儿。竹布就是一种浅蓝色的布，天津叫做缸靠大褂儿。1930年左右，市面上新兴一种“阴丹士林”布，后来居上。于是大家就都穿“阴丹士林”大褂儿了，比过去的蓝布大褂儿，就好象牛仔裤的料子取代了其它蓝色料子一样。至于冬天，都穿棉袍。到了国民党的势力进入故都后，曾对机关里的“长袍短褂”严加取缔，甚至到了“撤差严惩”的地步，但是民间大家仍旧穿穿穿，国民党也没法子。"
"LZZYHY106","李敖自传与回忆","extract_round1","needs_proofread","鬼迷","001.李敖自传.txt","鬼迷","451","453","453","188","63a0d660c86aa406372e5b53e2840798e1c89a3a","　　新鲜胡同小学因是古宅老屋，颇多鬼怪传说。我只有一次奇遇。二年级一天上课的时候，我坐在教室左后角的最后一个位子上，突然全身似为鬼迷，神志清楚，可是不能动弹，好一阵子才过去，至今记忆犹新。三十年后，我睡在警总军法处地板上，半夜忽醒，又有此一现象，我知道这是一种“梦魇”（nightmare）经验而已。我生平不信怪力乱神，但新鲜胡同小学的许多教室，倒颇有一股阴气，有时令人发毛。"
"LZZYHY107","李敖自传与回忆","extract_round1","needs_proofread","洋车与洋车夫","001.李敖自传.txt","洋车与洋车夫","455","457","457","551","91b36e5d31b72a423cab27e185195b63750fdcfe","　　崔老师不久得肺病死去，来了一位女老师代他。全班恢复了活泼气氛。图画课上，我总是画汽车，女老师很欣赏我画的汽车。我对汽车的印象是在太原建立的，那时很少小朋友像我这样“现代化”过，他们要画，大都画洋车（ricksa）。洋车据我考证，起源于19世纪法国（所谓the old French brouette），自日本传来，北京人叫它“东洋车”，后来简称洋车，天津人叫它“胶皮”（一开始没有打气的车胎，只是以硬胶皮卡在车圈上），上海人叫它“黄包车”。它是马车与三轮车之间的交通工具，靠人力来拉，是最能显出北京文化的一个特色。北京拉洋车的，都很有教养。大一点的胡同口，都有一批拉洋车的，聚在一块等客拉，可是绝没有地盘之争。喊车的若是生客人，说明要去的地方，他们算算有多远，开出价钱，谁认为合适谁拉。喊车的若是某一位拉车的熟客，绝没人去跟他争，谁的老主顾谁拉。拉车的在路挤的时候，嘴里不停的说“借光，借光”、说“您让一步”、说“靠边啊！往里，您哪！”都看出他们的教养。他们有时要小费，也出之以客气委婉，比如讲好八块钱，拉到目的地后，他们也许会说：“先生，您瞧，三伏天，这天儿多热，真跟下火似的，浑身全湿啦！多花您两个吧，多吃您个窝头。”他们从不恶形恶状的。老舍有《骆驼祥子》写这一阶层的中国人民，是最动人的一部。"
"LZZYHY108","李敖自传与回忆","extract_round1","needs_proofread","音乐老师","001.李敖自传.txt","音乐老师","459","461","471","294","c585b4b15f8ee6917940903cf8867c79ec3ec951","　　三年级起到校本部上课，开始有两个特色，一个是音乐课有音乐教室，一个是开始学日文。音乐教室主持人是杨老师，是这小学的资深老师，前额又秃又大，人很精神。按起风琴来，更精神十足。学校太穷，买不起钢琴，风琴也别有情调。我们学的第一个歌是《飞》，歌词是“飞飞飞蝶飞飞飞，飞到鸳鸯天芳草地，飞飞飞蝶飞飞飞”一共三句。也学过刘复（半农）赵元任合作的《好大的西北风》——

　　好大的西北风啊，飞到一座树林里。 

　　它叫树林跳舞啊，一二三四呼呼呼。 

　　它对树林大声说：现在已经不早了， 

　　大家都要用些劲儿，一二三四呼呼呼。 

　　在冬天唱这首歌，唱得热气在寒冬里直冒烟，非常有劲儿。"
"LZZYHY109","李敖自传与回忆","extract_round1","needs_proofread","炉子与摇煤球的","001.李敖自传.txt","炉子与摇煤球的","473","475","475","880","1bdc8950ceae8b97c723848731ab48ba6ff51d7c","　　在唱《好大的西北风》的季节里，教室里冻得要命，只好一教室一个火炉，但是学校只供应火炉，燃料是供应不起的。燃料由全班同学每人每天带煤来。生火是由全班最早到的同学负责。一般北京人的炉子，有两种，一种是烧煤块的，用于洋炉子，冬天取暖用，上面也可烧开水之类；一种是烧煤球的，用于土炉子，四季皆用，可以做饭、取暖。这种炉子，生火时候，要在院子里，早晨零下几度，在院子里生火，左生不着、右生不着，两手就冻成红萝卜，要跺着脚，放在嘴边用热气哈个不停才成。用这种炉子，在续煤的时候，可不能偷懒，若是续上煤球，偷懒不端到屋外，或还冒着蓝火苗就给请了进来，大家就有煤气中毒的危险，用北京话，这叫“煤熏着了”，被害人轻则到院子里吃西北风透气，灌酸菜汤；重则一命呜呼。这种炉子用的煤球燃料，是煤沫子、碎煤、加上有胶质的黄土摇出来的，就像摇元宵一样。摇煤球的工人，外号“煤黑子”，他们摇煤球的时候，先做好两三坪面积的煤糊，然后再用铁铲子切，横切成一寸多宽的距离，这面切完后，再掉换方向，还是横着切，这样切完，便成了小方格子，然后放在筛子里去摇。摇的时候，先放一个花盆在下面，再把筛子放在花盆上。摇煤的便蹲在地上，用胳臂左右交互摇将起来。筛子下的花盆好象一个轴，一边摇还要一边注意将黏在一起的散开，又得随时洒些煤沫子，摇到后来筛子里的小方块渐渐摇滚成了黑乒乓球，晒干以后，就可用了。煤球普通一大担一百斤，前后各五十斤，小担五十斤，前后各二十五斤，大部份用户都三五百斤的买，或找摇煤球的到自己家里来摇，穷苦的人家也有一次买五十斤的。再穷苦的人家就无所谓买多少斤了，而变成了“捡煤核儿的”。所谓煤核儿，是不论烧煤块或煤球，都会在拢火后留下残渣，残渣丢到垃圾堆里，捡煤核儿的便去废物利用了。他们遇到一块煤，认为中有文章，便用家伙，敲打一阵，把炉灰敲掉，如果中间有点还没烧完的黑心，便放进小竹筐里，这样子积少成多，也够自己家里烧个一天半天的。因为有这点剩余价值，所以在垃圾堆上，常常看到穿着又脏又破小棉袄棉裤的小孩子，缩着脖儿，冻得流出两行青鼻涕，在翻腾垃圾堆。当然这些小孩子是没钱念书的。 "
"LZZYHY110","李敖自传与回忆","extract_round1","needs_proofread","日本顾问","001.李敖自传.txt","日本顾问","477","479","479","384","d60810afe7e84de9be48693314a16986f21ee0bc","　　日本人侵略中国，在台湾、在东北，都从小学一年级起有日文课；在华北，则从小学三年级起。当时每个小学都有一名日本顾问，新鲜胡同小学日本顾问叫“施掘”（？），我们给他外号，叫“屎橛”。这个日本人态度还友善，写了一手好毛笔字，经常写出来，做为每周重点。我记得他写过“姿式”两字，贴在布告栏上，要大家注意“姿式”。教我日文的是一位男老师，我那时恨日本侵略中国，不喜欢学日文，成绩很坏。成绩单拿回家，爸爸说：“恨日本和学日文是两回事。学一样东西，总要学好才对。”于是我开始发愤，最后考了一百分。爸爸告诉我一个故事，说顾维钧在外国学国际政治的时候，学校排出课程表，有一门是矿物学，而且要必修。顾维钧跑去问教务长，问是不是排错了？教务长说没错，顾维钧说我们学矿物学多没用多枯燥？教务长说：“你面对一门又没用又枯燥的学科，去把它用耐心学会，这就是教育的目的之一。”这真是一个好故事。"
"LZZYHY111","李敖自传与回忆","extract_round1","needs_proofread","咬奶头","001.李敖自传.txt","咬奶头","481","483","483","359","15adffe5af182c2f4d1881982e541c84a387a308","　　被日本顾问整天顾问的中国校长是弭敬瑭，这名字比照五代时候的石敬瑭来，倒颇有汉奸味。他长得老老的，很和气。每次集会，就讲“咬奶头故事”，故事说一个小孩在他的同学那里，偷到一册课本，带回去给他母亲看。她非但不打他、不骂他，反倒称赞他。第二次他偷到一件披肩，带给母亲，母亲更是称赞他。因此这小孩成人后，进而偷更值钱的东西。后来他在行窃时候，被人捉住了，反绑双手，带到刑场上去。他母亲在人群中跟着，伤心得搥胸痛哭。在这时候，这儿子说：“我愿在死前能够再吃一次母亲的奶。”于是这母亲就把奶给他吃，他却把奶头给咬了下来。他母亲骂他不孝。他回答说：“唉！在我初次偷了那册课本带给你的时候，如果你痛打我一顿，那我也不会落到这样的地步了。”弭校长这个故事，后来我查出是来自《伊索寓言》的，只是《伊索寓言》咬的是母亲耳朵，不是奶头。 "
"LZZYHY112","李敖自传与回忆","extract_round1","needs_proofread","詹永傑","001.李敖自传.txt","詹永傑","485","487","487","697","0adfebea386673ff359fc800a184ebbd88286efa","　　我进小学四年级的时候，抗战胜利了。在沦陷区生活八年的遗民，自然渴望重光的一切，我们这些做小学生的，也不例外。这时候，一个最优秀的小学生出现了，他的名字叫詹永傑。詹永傑长得极好，圆圆的脸、红红的脸蛋、一对又大又亮的眼睛、一张能言善道的嘴巴，突然脱颖而出，在四年级的班上，风靡了我们。原来詹永傑知道最多的八年来被封锁的一切，他会背《国父遗嘱》、他会读《三民主义》、他会唱《中华民国国歌》，他也会唱《义勇军进行曲》。……他把他的名字改成了詹永杰，说外交部长是王世杰，不是王世傑，所以他要以杰随之。在四年级第二学期，他甚至发动同学，一齐抵制一个叫齐凤鸣的大块头，说齐凤鸣欺负我们，动辄动拳头，我们“抗齐八学期”，如今要随抗战八年一起胜利才对。我因在二年级时被齐凤鸣动过拳，久思报复，今逢詹永傑发难，自然首先响应，于是群起而斗齐凤鸣，齐凤鸣见人多势众，气为之沮，级任老师鲁小姐事后责备我，说：“没想到你那么凶！”其实我也没想到我是那么凶的人，詹永杰启发之功，实不可没。詹永傑家里有不少杂书，常跟我交换看，使我在读物的广度上，进步不少。后来詹永傑和我，还有一个脑后留“坠根”（“坠根”是脑后留眼镜片大小的头发，这种从胎毛就留起的头发又叫“孝顺毛”，留长后可编小辫，因为很短，据说鬼都抓不住，可以长命百岁，所以也叫“鬼见愁”）、左耳戴“金圈耳环”（满月这天扎左耳洞戴“金圈耳环”，意谓套住了、安全了，结婚之夜才由新娘拿下）的小朋友，三人在我家，焚香膜拜，拜起把子来，这当然是受了刘关张桃园结义的影响。爸爸很喜欢詹永杰，说他长得真好，他乐见我们拜起把兄弟来，还叮嘱我们不要“拔香头子”（把兄弟决裂之意）。 "
"LZZYHY113","李敖自传与回忆","extract_round1","needs_proofread","第一张文凭","001.李敖自传.txt","第一张文凭","489","491","495","93","3c68a178dfad356d77d8dfc464fe1257839e32bd","　　四年级念完的时候，就是“初小”毕业，先发一张文凭。这是我平生第一张文凭，内容如下： 

　　毕业证书 

　　学生李敖系山东省潍县人现年十二岁在本校初级修业期满成绩及格准予毕业此证 "
"LZZYHY114","李敖自传与回忆","extract_round1","needs_proofread","北平市立新鲜胡同小学校长 张瑞珂","001.李敖自传.txt","北平市立新鲜胡同小学校长 张瑞珂","497","499","501","121","28e7261d0c8096da3492fa435ff6c3c4f65024f2","　　中华民国三十五年七月 日 

　　文凭上的图章旁加盖“暂用旧印”字样，因为随着抗战胜利，国民党大发神经，大发“改名狂”，把好好的“北平市立新鲜胡同小学”改名为难听的“北平市立一区九保国民学校”，校长也换了，因为青黄不接，所以“暂用旧印”。"
"LZZYHY115","李敖自传与回忆","extract_round1","needs_proofread","共存亡","001.李敖自传.txt","共存亡","503","505","505","333","ca85a4e702cd274fe3f10bd66b9ba3fbd04f3456","　　国民党趁抗战胜利的威风之一，是所谓北平市教育局局长王季高来视察，全校学生都恭迎如仪，不在话下。这位局长大人，在共产党进入北平前夜，曾先开溜。原来北平被围城前，国民党在北平的头子傅作义，宣称“誓与北平共存亡”，为了表示“共存亡”的决心，上上下下，谁都不许走、不许开小差、不许逃难，同时在北平城内加做市内机场等，决心表演得煞有介事。可是王季高洞烛机先，看到所谓“誓与北平共存亡”是鬼话，于是，自己就先逃难到南京了。王季高一走，傅作义大怒，致电中央，请将王季高截回。但是还没截回，傅作义就投降了。国民党在大陆，经常表演“共存亡”的把戏，可是真正相信它的，就来不及跑出来了。后来到台湾的衮衮诸公，都是当年绝对不相信自己发誓“共存亡”的一群人，唯独不自信，故能失信，悲夫！"
"LZZYHY116","李敖自传与回忆","extract_round1","needs_proofread","迎大员迎老美","001.李敖自传.txt","迎大员迎老美","507","509","509","188","3c686d1972f4da1624cb5134a91add17cc2a6e27","　　另一件国民党趁抗战胜利的威风之一，是陆军总司令何应钦到北平来宣慰。全北平的小学生都列队在马路两边，恭迎如仪，也不在话下。我们这些可怜的小学生，还参加欢迎美国军人北上。大老美们在卡车中招摇而过，我们恭迎如仪，更不在话下。美国军人北上，是美国人支持国民党的具体行动，大家对老美最初印象尚可，后来他们闹得不象话，最后强奸了北京大学外文系二年级女学生沈崇，惹起公愤，才滚了回去。 "
"LZZYHY117","李敖自传与回忆","extract_round1","needs_proofread","王恒庆老师","001.李敖自传.txt","王恒庆老师","511","513","513","506","67666354783bd0746c5ed8ba5fddf8f2debf3cf5","　　五年级算是高小，共有甲乙丙三班，我分在丙班，就是五丙。五丙教室是全校最后面的一间教室，隐蔽而阴森。级任老师是王恒庆，是一位乐观、口才好、又循循善诱的好老师，她除了生小孩时候由她哥哥代课外，一直跟我们到六丙以至高小毕业。她在正课以外，还教我们念《陋室铭》、《归去来辞》、《桃花源记》、《秋声赋》、《卖柑者言》等古文，这些古文我至今能背，都得力于王恒庆老师的开导。五丙以后，我的课外书读得越来越多，成绩已脱颖而出。六丙时候，我当选班上自治会主席，又是学校图书馆馆长、又是模范儿童。那时詹永杰在六甲，已经成绩不如我了。王恒庆老师跟我们同学感情极好，但有一次被我们气得赌气不教了，走出教室，我跑出去，把她迎面推了回来。王恒庆老师是我小学时代最怀念的老师。我小时候，长得“真人不露相”，面目慈祥，同学们给我起外号，叫“老太太”，王恒庆老师也这样跟着叫，她能和学生打成一片，由此可见。王恒庆老师生小孩时候，她的哥哥来代课，此公身材很高，写了一手整整齐齐的黑板字，为我生平仅见。他在我作文上批“意短情长，允称佳作”，给我最大的鼓励。他最喜欢讲《聊斋》故事给我们听，陆判也、织成也，把《聊斋》人物讲得鬼气森森，最令我们倾倒。"
"LZZYHY118","李敖自传与回忆","extract_round1","needs_proofread","“老头”","001.李敖自传.txt","“老头”","515","517","517","192","ad40b0a5fcbcb748a1055b9ce801917a280ed7b1","　　教劳作的老师外号“老头”，是齐白石的学生。他宿舍里琳琅满目，艺术奇珍甚多。他教我们刻印，第一次我刻“竹报平安”四个字，刻得不错。有些顽皮的男生不肯刻，只用朱笔偷偷描成印文，去骗“老头”。“老头”一看，劈头就揍。顽皮的男生们个个恨他，在劳作课前，常常用毛笔画“打倒老头”图文在镜子上，再用镜子反射日光照在墙上，好象电影一样，全班大笑。不久“老头”进来，追查此事，又是一个个狠揍一顿。"
"LZZYHY119","李敖自传与回忆","extract_round1","needs_proofread","初恋","001.李敖自传.txt","初恋","519","521","521","701","555168eb5238bda5b9d89694aaa1dd4cd893ed40","　　最令我魂牵梦萦的，是在新鲜胡同小学中，有我神秘的初恋。这女孩子叫张敏英，北平人。长得清秀脱俗，长形的脸，眼睛不大，但是晶莹而有灵气。她身材高瘦、性情温和，是最最可爱的小女生。功课也好，尤其写了一手好字。我最初感到她的存在，是在四年级的时候，她在我隔壁班上。五年级后，她和我同分到五丙，老师排座位，一度还并排在一起，令我感到一种莫可名状的快乐。六年级后，她和我较熟起来，下课回家，偶尔走在一起。童子军在校门口站岗时候，她也和我一组过，她穿着女童军的制服，姿态优美，令我心动。我只看她哭过一次，是一次考试没考好，我一路安慰她，看她泪眼、看她楚楚可怜，非常喜欢她。我做图书馆长的时候，她做我副手，有一次犯了小错，我开玩笑，拉住她的手，轻打她手心，她装得很疼的样子，给我的快感，令我毕生难忘。对张敏英，我从来没有表示出我对她的情爱，我把一切都遮盖住了，我不知道她是否知道她是我魂牵梦萦的心底的情人，我一直把她视同我的初恋情人，虽然这次初恋，实在没有什么实绩可寻，但它一直在我心底，充满了美丽的回忆。我一生忧患，所存美丽的回忆无多，但是对张敏英的每一件，都是令我最感温馨、最感神往的。人生一世，能有这样清纯的、单一的回忆，而不掺杂任何俗情与尘网，洵属罕见，而它却是罕见中的极品。我一生中的许多经历，都不想重过。但是如果时光倒流、少年可再，我梦魂所依，除此而外，却无复他求。——只为了她是我第一个小女生、只为了她是我永恒的小情人、只为了那一段少年奇情、只为了那一场春梦无痕的初恋，我愿在时光倒流中停止，在停止中死去，我并不希冀她做我的朱丽叶（Juliet），但我若能长眠在她怀里，我就宁愿不活十三岁以后的我了。"
